Name,Category,Type,RGBController,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"Gainward RTX 2070 Super Phantom","GPU","I2C","Gainward GPU v2","10DE","1E84","10B0","1E84","❌","❌","✔️",""
"Gainward RTX 2080 Phoenix GS","GPU","I2C","Gainward GPU v2","10DE","1E82","10B0","1E87","❌","❌","✔️",""
"Gainward RTX 3070 Phoenix","GPU","I2C","Gainward GPU v2","10DE","2484","10B0","2484","❌","❌","✔️",""
"Gainward RTX 3070 Ti Phoenix","GPU","I2C","Gainward GPU v2","10DE","2482","10B0","2482","❌","❌","✔️",""
"Gainward RTX 3080 Phoenix","GPU","I2C","Gainward GPU v2","10DE","2206","10B0","2206","❌","❌","✔️",""
"Gainward RTX 3080 Ti Phoenix","GPU","I2C","Gainward GPU v2","10DE","2208","10B0","2208","❌","❌","✔️",""
"Gainward RTX 3090 Phoenix","GPU","I2C","Gainward GPU v2","10DE","2204","10B0","2204","❌","❌","✔️",""
"KFA2 RTX 2070 EX","GPU","I2C","Galax GPU","10DE","1F02","10DE","12FE","❌","✔️","✔️",""
"GALAX RTX 2070 Super EX Gamer Black","GPU","I2C","Galax GPU","10DE","1E84","10DE","139F","❌","✔️","✔️",""
"KFA2 RTX 2080 EX OC","GPU","I2C","Galax GPU","10DE","1E82","10DE","12B0","❌","✔️","✔️",""
"KFA2 RTX 2080 Super EX OC","GPU","I2C","Galax GPU","10DE","1E81","10DE","13A1","❌","✔️","✔️",""
"KFA2 RTX 2080 TI EX OC","GPU","I2C","Galax GPU","10DE","1E04","10DE","1323","❌","✔️","✔️",""
"Aorus CPU Coolers","Cooler","USB","Aorus ATC800","1044","7A42","","","❌","❌","✔️",""
"Gigabyte Aorus M2","Mouse","USB","Gigabyte Aorus mouse","1044","7A40","","","❌","✔️","✔️",""
"","RAM","I2C","Gigabyte Fusion2 DRAM","","","","","❌","❌","✔️",""
"Gigabyte AORUS RTX2060 SUPER 8G V1","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1F06","1458","3FF7","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2070 XTREME 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1F07","1458","37B4","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2070 XTREME 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1F07","1458","37B5","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2070 SUPER 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E84","1458","3FF6","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2070 SUPER 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E84","1458","3FF5","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2080 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E87","1458","37B2","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2080 XTREME 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E87","1458","37B1","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2080 SUPER 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E81","1458","3FF3","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2080 SUPER 8G Rev 1.0","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E81","1458","3FF4","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2080 SUPER Waterforce WB 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E81","1458","4003","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2080 SUPER Waterforce WB 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E81","1458","4005","✔️","✔️","✔️",""
"Gigabyte AORUS RTX2080 Ti XTREME 11G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","1E07","1458","37BC","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3060 ELITE 12G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2487","1458","407B","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3060 ELITE 12G Rev a1","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2503","1458","407B","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3060 ELITE 12G LHR","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2504","1458","407B","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3060 Ti ELITE 8G LHR","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2489","1458","4076","✔️","✔️","✔️",""
"Gigabyte RTX3060 Ti GAMING OC 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","24C9","1458","40CD","✔️","✔️","✔️",""
"Gigabyte RTX3060 Ti GAMING OC 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2486","1458","405A","✔️","✔️","✔️",""
"Gigabyte RTX3060 Ti GAMING OC LHR 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2489","1458","405A","✔️","✔️","✔️",""
"Gigabyte RTX3060 Ti GAMING OC PRO 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2486","1458","405E","✔️","✔️","✔️",""
"Gigabyte RTX3060 Ti Gaming OC PRO 8G LHR","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2489","1458","405E","✔️","✔️","✔️",""
"Gigabyte RTX3070 MASTER 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2484","1458","4069","✔️","✔️","✔️",""
"Gigabyte RTX3070 MASTER 8G LHR","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2488","1458","4069","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3070 Ti MASTER 8G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2482","1458","408E","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3080 XTREME WATERFORCE WB 10G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2206","1458","4038","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3080 XTREME WATERFORCE WB 10G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2216","1458","4038","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3080 XTREME WATERFORCE WB 12G LHR","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","220A","1458","40A3","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3080 XTREME WATERFORCE 10G Rev 2.0","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2216","1458","4037","✔️","✔️","✔️",""
"Gigabyte RTX3080 Ti Vision OC 12G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2208","1458","4087","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3080 Ti XTREME WATERFORCE 12G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2208","1458","4083","✔️","✔️","✔️",""
"Gigabyte RTX3090 VISION OC 24G ","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2204","1458","4044","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3090 XTREME WATERFORCE 24G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2204","1458","4039","✔️","✔️","✔️",""
"Gigabyte AORUS RTX3090 XTREME WATERFORCE WB 24G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2204","1458","403A","✔️","✔️","✔️",""
"Gigabyte RTX4070Ti Gaming OC 12G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2782","1458","40C6","✔️","✔️","✔️",""
"Gigabyte RTX4080 AERO OC 16G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2704","1458","40C5","✔️","✔️","✔️",""
"Gigabyte RTX4080 Eagle OC 16G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2704","1458","40BE","✔️","✔️","✔️",""
"Gigabyte RTX4080 Gaming OC 16G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2704","1458","40BC","✔️","✔️","✔️",""
"Gigabyte AORUS RTX4080 MASTER 16G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2704","1458","40BD","✔️","✔️","✔️",""
"Gigabyte RTX4090 GAMING OC 24G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2684","1458","40BF","✔️","✔️","✔️",""
"Gigabyte AORUS RTX4090 MASTER 24G","GPU","I2C","Gigabyte Fusion 2 GPU","10DE","2684","1458","40C0","✔️","✔️","✔️",""
"","Motherboard","I2C","Gigabyte Fusion2 SMBus","","","","","❌","✔️","✔️",""
"Gigabyte RGB Fusion 2 USB","Motherboard","USB","Gigabyte RGB Fusion 2 USB","048D","8297","","","❌","✔️","✔️","The Fusion 2 USB controller applies to most AMD and
Intel mainboards from the x570 and z390 chipsets onwards."
"Gigabyte RGB Fusion 2 USB","Motherboard","USB","Gigabyte RGB Fusion 2 USB","048D","5702","","","❌","✔️","✔️","The Fusion 2 USB controller applies to most AMD and
Intel mainboards from the x570 and z390 chipsets onwards."
"","Motherboard","I2C","Gigabyte Fusion SMBus","","","","","❌","✔️","✔️",""
"Gigabyte GTX1050 Ti G1 Gaming (rev A1)","GPU","I2C","Gigabyte Fusion GPU","10DE","1C82","1458","372A","✔️","✔️","✔️",""
"Gigabyte GTX1050 Ti G1 Gaming","GPU","I2C","Gigabyte Fusion GPU","10DE","1C82","1458","372A","✔️","✔️","✔️",""
"Gigabyte GTX1060 G1 Gaming 6G","GPU","I2C","Gigabyte Fusion GPU","10DE","1C03","1458","3716","✔️","✔️","✔️",""
"Gigabyte GTX1060 G1 Gaming 6G OC","GPU","I2C","Gigabyte Fusion GPU","10DE","1C03","1458","3739","✔️","✔️","✔️",""
"Gigabyte GTX1060 Xtreme Gaming V1","GPU","I2C","Gigabyte Fusion GPU","10DE","1C03","1458","3757","✔️","✔️","✔️",""
"Gigabyte GTX1060 Xtreme Gaming v2","GPU","I2C","Gigabyte Fusion GPU","10DE","1C03","1458","3776","✔️","✔️","✔️",""
"Gigabyte GTX1070 Xtreme Gaming","GPU","I2C","Gigabyte Fusion GPU","10DE","1B81","1458","3778","✔️","✔️","✔️",""
"Gigabyte GTX1070 G1 Gaming 8G V1","GPU","I2C","Gigabyte Fusion GPU","10DE","1B81","1458","3772","✔️","✔️","✔️",""
"Gigabyte GTX1070 Ti 8G Gaming","GPU","I2C","Gigabyte Fusion GPU","10DE","1B82","1458","3794","✔️","✔️","✔️",""
"Gigabyte GTX1080 G1 Gaming","GPU","I2C","Gigabyte Fusion GPU","10DE","1B80","1458","3702","✔️","✔️","✔️",""
"Gigabyte GTX1080 Ti 11G","GPU","I2C","Gigabyte Fusion GPU","10DE","1B06","1458","3752","✔️","✔️","✔️",""
"Gigabyte GTX1080 Ti Gaming OC 11G","GPU","I2C","Gigabyte Fusion GPU","10DE","1B06","1458","374C","✔️","✔️","✔️",""
"Gigabyte GTX1080 Ti Gaming OC BLACK 11G","GPU","I2C","Gigabyte Fusion GPU","10DE","1B06","1458","377A","✔️","✔️","✔️",""
"Gigabyte GTX1080 Ti Xtreme Edition","GPU","I2C","Gigabyte Fusion GPU","10DE","1B06","1458","3751","✔️","✔️","✔️",""
"Gigabyte GTX1080 Ti Xtreme Waterforce Edition","GPU","I2C","Gigabyte Fusion GPU","10DE","1B06","1458","3762","✔️","✔️","✔️",""
"Gigabyte GTX1650 Gaming OC","GPU","I2C","Gigabyte Fusion GPU","10DE","1F82","1458","3FE4","✔️","✔️","✔️",""
"Gigabyte GTX1660 Gaming OC 6G","GPU","I2C","Gigabyte Fusion GPU","10DE","2184","1458","3FC7","✔️","✔️","✔️",""
"Gigabyte GTX1660 SUPER Gaming OC","GPU","I2C","Gigabyte Fusion GPU","10DE","21C4","1458","4014","✔️","✔️","✔️",""
"Gigabyte RTX2060 Gaming OC","GPU","I2C","Gigabyte Fusion GPU","10DE","1F08","1458","37CE","✔️","✔️","✔️",""
"Gigabyte RTX2060 Gaming OC PRO","GPU","I2C","Gigabyte Fusion GPU","10DE","1F08","1458","3FC2","✔️","✔️","✔️",""
"Gigabyte RTX2060 Gaming OC PRO V2","GPU","I2C","Gigabyte Fusion GPU","10DE","1F08","1458","3FC9","✔️","✔️","✔️",""
"Gigabyte RTX2060 Gaming OC PRO White","GPU","I2C","Gigabyte Fusion GPU","10DE","1F08","1458","3FD0","✔️","✔️","✔️",""
"Gigabyte RTX2060 SUPER Gaming","GPU","I2C","Gigabyte Fusion GPU","10DE","1F06","1458","404A","✔️","✔️","✔️",""
"Gigabyte RTX2060 SUPER Gaming OC","GPU","I2C","Gigabyte Fusion GPU","10DE","1F06","1458","3FED","✔️","✔️","✔️",""
"Gigabyte RTX2060 SUPER Gaming OC 3X White 8G","GPU","I2C","Gigabyte Fusion GPU","10DE","1F06","1458","3FFE","✔️","✔️","✔️",""
"Gigabyte RTX2060 SUPER Gaming OC 3X 8G V2","GPU","I2C","Gigabyte Fusion GPU","10DE","1F06","1458","4009","✔️","✔️","✔️",""
"Gigabyte RTX2070 Gaming OC 8G","GPU","I2C","Gigabyte Fusion GPU","10DE","1F02","1458","37AD","✔️","✔️","✔️",""
"Gigabyte RTX2070 Gaming OC 8GC","GPU","I2C","Gigabyte Fusion GPU","10DE","1F02","1458","37C8","✔️","✔️","✔️",""
"Gigabyte RTX2070 Windforce 8G","GPU","I2C","Gigabyte Fusion GPU","10DE","1F02","1458","37C2","✔️","✔️","✔️",""
"Gigabyte RTX2070S Gaming OC","GPU","I2C","Gigabyte Fusion GPU","10DE","1E84","1458","3FEB","✔️","✔️","✔️",""
"Gigabyte RTX2070S Gaming OC 3X","GPU","I2C","Gigabyte Fusion GPU","10DE","1E84","1458","4008","✔️","✔️","✔️",""
"Gigabyte RTX2070S Gaming OC 3X","GPU","I2C","Gigabyte Fusion GPU","10DE","1E84","1458","4008","✔️","✔️","✔️",""
"Gigabyte RTX2070S Gaming OC 3X White","GPU","I2C","Gigabyte Fusion GPU","10DE","1E84","1458","400D","✔️","✔️","✔️",""
"Gigabyte RTX2080 Gaming OC 8G","GPU","I2C","Gigabyte Fusion GPU","10DE","1E82","1458","37D6","✔️","✔️","✔️",""
"Gigabyte RTX2080 Gaming OC 8G","GPU","I2C","Gigabyte Fusion GPU","10DE","1E87","1458","37A7","✔️","✔️","✔️",""
"Gigabyte RTX2080 Ti GAMING OC 11G","GPU","I2C","Gigabyte Fusion GPU","10DE","1E07","1458","37A9","✔️","✔️","✔️",""
"Gigabyte RTX2080S Gaming OC 8G","GPU","I2C","Gigabyte Fusion GPU","10DE","1E81","1458","3FE9","✔️","✔️","✔️",""
"Gigabyte RTX3050 Gaming OC 8G","GPU","I2C","Gigabyte Fusion GPU","10DE","2507","1458","40AA","✔️","✔️","✔️",""
"Gigabyte RTX3060 EAGLE OC 12G","GPU","I2C","Gigabyte Fusion GPU","10DE","2503","1458","4072","✔️","✔️","✔️",""
"Gigabyte RTX3060 EAGLE OC 12G","GPU","I2C","Gigabyte Fusion GPU","10DE","2487","1458","4072","✔️","✔️","✔️",""
"Gigabyte RTX3060 EAGLE OC 12G V2","GPU","I2C","Gigabyte Fusion GPU","10DE","2504","1458","4072","✔️","✔️","✔️",""
"Gigabyte RTX3060 EAGLE 12G LHR V2","GPU","I2C","Gigabyte Fusion GPU","10DE","2504","1458","4071","✔️","✔️","✔️",""
"Gigabyte RTX3060 Vision OC 12G","GPU","I2C","Gigabyte Fusion GPU","10DE","2503","1458","4073","✔️","✔️","✔️",""
"Gigabyte RTX3060 Vision OC 12G LHR","GPU","I2C","Gigabyte Fusion GPU","10DE","2504","1458","4073","✔️","✔️","✔️",""
"Gigabyte RTX3060 Vision OC 12G v3.0","GPU","I2C","Gigabyte Fusion GPU","10DE","2487","1458","4073","✔️","✔️","✔️",""
"Gigabyte RTX3060 Gaming OC 12G","GPU","I2C","Gigabyte Fusion GPU","10DE","2503","1458","4074","✔️","✔️","✔️",""
"Gigabyte RTX3060 Gaming OC 12G (rev. 2.0)","GPU","I2C","Gigabyte Fusion GPU","10DE","2487","1458","4074","✔️","✔️","✔️",""
"Gigabyte RTX3060 Gaming OC 12G","GPU","I2C","Gigabyte Fusion GPU","10DE","2504","1458","4074","✔️","✔️","✔️",""
